period_end,pv_power_rooftop
2023-08-04 04:00:00,5.446
2023-08-04 05:00:00,4.823
2023-08-04 06:00:00,3.594
2023-08-04 07:00:00,2.097
2023-08-04 08:00:00,0.000
2023-08-04 09:00:00,0.000
2023-08-04 10:00:00,0.000
2023-08-04 11:00:00,0.000
2023-08-04 12:00:00,0.000
2023-08-04 13:00:00,0.000
2023-08-04 14:00:00,0.000
2023-08-04 15:00:00,0.000
2023-08-04 16:00:00,0.000
2023-08-04 17:00:00,0.000
2023-08-04 18:00:00,0.000
2023-08-04 19:00:00,0.000
2023-08-04 20:00:00,0.000
2023-08-04 21:00:00,0.000
2023-08-04 22:00:00,0.142
2023-08-04 23:00:00,0.697
2023-08-05 00:00:00,0.765
2023-08-05 01:00:00,0.953
2023-08-05 02:00:00,0.646
2023-08-05 03:00:00,0.368
2023-08-05 04:00:00,0.222
2023-08-05 05:00:00,0.276
2023-08-05 06:00:00,0.182
2023-08-05 07:00:00,0.046
2023-08-05 08:00:00,0.000
2023-08-05 09:00:00,0.000
2023-08-05 10:00:00,0.000
2023-08-05 11:00:00,0.000
2023-08-05 12:00:00,0.000
2023-08-05 13:00:00,0.000
2023-08-05 14:00:00,0.000
2023-08-05 15:00:00,0.000
2023-08-05 16:00:00,0.000
2023-08-05 17:00:00,0.000
2023-08-05 18:00:00,0.000
2023-08-05 19:00:00,0.000
2023-08-05 20:00:00,0.000
2023-08-05 21:00:00,0.000
2023-08-05 22:00:00,0.149
2023-08-05 23:00:00,0.985
2023-08-06 00:00:00,1.399
2023-08-06 01:00:00,1.026
2023-08-06 02:00:00,1.691
2023-08-06 03:00:00,2.438
2023-08-06 04:00:00,1.689
2023-08-06 05:00:00,1.377
2023-08-06 06:00:00,0.601
2023-08-06 07:00:00,0.201
2023-08-06 08:00:00,0.000
2023-08-06 09:00:00,0.000
2023-08-06 10:00:00,0.000
2023-08-06 11:00:00,0.000
2023-08-06 12:00:00,0.000
2023-08-06 13:00:00,0.000
2023-08-06 14:00:00,0.000
2023-08-06 15:00:00,0.000
2023-08-06 16:00:00,0.000
2023-08-06 17:00:00,0.000
2023-08-06 18:00:00,0.000
2023-08-06 19:00:00,0.000
2023-08-06 20:00:00,0.000
2023-08-06 21:00:00,0.000
2023-08-06 22:00:00,0.251
2023-08-06 23:00:00,1.033
2023-08-07 00:00:00,1.616
2023-08-07 01:00:00,2.221
2023-08-07 02:00:00,2.219
2023-08-07 03:00:00,1.712
2023-08-07 04:00:00,2.173
2023-08-07 05:00:00,1.900
2023-08-07 06:00:00,0.931
2023-08-07 07:00:00,0.341
2023-08-07 08:00:00,0.000
2023-08-07 09:00:00,0.000
2023-08-07 10:00:00,0.000
2023-08-07 11:00:00,0.000
2023-08-07 12:00:00,0.000
2023-08-07 13:00:00,0.000
2023-08-07 14:00:00,0.000
2023-08-07 15:00:00,0.000
2023-08-07 16:00:00,0.000
2023-08-07 17:00:00,0.000
2023-08-07 18:00:00,0.000
2023-08-07 19:00:00,0.000
2023-08-07 20:00:00,0.000
2023-08-07 21:00:00,0.000
2023-08-07 22:00:00,0.257
2023-08-07 23:00:00,0.762
2023-08-08 00:00:00,0.828
2023-08-08 01:00:00,1.545
2023-08-08 02:00:00,4.239
2023-08-08 03:00:00,4.150
2023-08-08 04:00:00,5.331
2023-08-08 05:00:00,5.023
2023-08-08 06:00:00,3.671
2023-08-08 07:00:00,2.009
2023-08-08 08:00:00,0.009
2023-08-08 09:00:00,0.000
2023-08-08 10:00:00,0.000
2023-08-08 11:00:00,0.000
2023-08-08 12:00:00,0.000
2023-08-08 13:00:00,0.000
2023-08-08 14:00:00,0.000
2023-08-08 15:00:00,0.000
2023-08-08 16:00:00,0.000
2023-08-08 17:00:00,0.000
2023-08-08 18:00:00,0.000
2023-08-08 19:00:00,0.000
2023-08-08 20:00:00,0.000
2023-08-08 21:00:00,0.000
2023-08-08 22:00:00,0.469
2023-08-08 23:00:00,1.972
2023-08-09 00:00:00,3.618
2023-08-09 01:00:00,4.329
2023-08-09 02:00:00,4.813
2023-08-09 03:00:00,5.857
2023-08-09 04:00:00,5.176
2023-08-09 05:00:00,4.805
2023-08-09 06:00:00,3.772
2023-08-09 07:00:00,2.071
2023-08-09 08:00:00,0.022
2023-08-09 09:00:00,0.000
2023-08-09 10:00:00,0.000
2023-08-09 11:00:00,0.000
2023-08-09 12:00:00,0.000
2023-08-09 13:00:00,0.000
2023-08-09 14:00:00,0.000
2023-08-09 15:00:00,0.000
2023-08-09 16:00:00,0.000
2023-08-09 17:00:00,0.000
2023-08-09 18:00:00,0.000
2023-08-09 19:00:00,0.000
2023-08-09 20:00:00,0.000
2023-08-09 21:00:00,0.000
2023-08-09 22:00:00,0.319
2023-08-09 23:00:00,1.884
2023-08-10 00:00:00,3.576
2023-08-10 01:00:00,4.472
2023-08-10 02:00:00,5.759
2023-08-10 03:00:00,3.926
2023-08-10 04:00:00,5.317
2023-08-10 05:00:00,3.436
2023-08-10 06:00:00,3.627
2023-08-10 07:00:00,2.269
2023-08-10 08:00:00,0.053
2023-08-10 09:00:00,0.000
2023-08-10 10:00:00,0.000
2023-08-10 11:00:00,0.000
2023-08-10 12:00:00,0.000
2023-08-10 13:00:00,0.000
2023-08-10 14:00:00,0.000
2023-08-10 15:00:00,0.000
2023-08-10 16:00:00,0.000
2023-08-10 17:00:00,0.000
2023-08-10 18:00:00,0.000
2023-08-10 19:00:00,0.000
2023-08-10 20:00:00,0.000
2023-08-10 21:00:00,0.000
2023-08-10 22:00:00,0.493
2023-08-10 23:00:00,2.105
2023-08-11 00:00:00,3.735
2023-08-11 01:00:00,4.936
2023-08-11 02:00:00,5.040
2023-08-11 03:00:00,5.625
2023-08-11 04:00:00,5.861
2023-08-11 05:00:00,4.945
2023-08-11 06:00:00,3.966
2023-08-11 07:00:00,1.720
2023-08-11 08:00:00,0.031
2023-08-11 09:00:00,0.000
2023-08-11 10:00:00,0.000
2023-08-11 11:00:00,0.000
2023-08-11 12:00:00,0.000
2023-08-11 13:00:00,0.000
2023-08-11 14:00:00,0.000
2023-08-11 15:00:00,0.000
2023-08-11 16:00:00,0.000
2023-08-11 17:00:00,0.000
2023-08-11 18:00:00,0.000
2023-08-11 19:00:00,0.000
2023-08-11 20:00:00,0.000
2023-08-11 21:00:00,0.000
2023-08-11 22:00:00,0.500
2023-08-11 23:00:00,1.924
2023-08-12 00:00:00,3.511
2023-08-12 01:00:00,4.787
2023-08-12 02:00:00,5.784
2023-08-12 03:00:00,5.412
2023-08-12 04:00:00,4.476
2023-08-12 05:00:00,3.000
2023-08-12 06:00:00,2.937
2023-08-12 07:00:00,0.832
2023-08-12 08:00:00,0.000
2023-08-12 09:00:00,0.000
2023-08-12 10:00:00,0.000
2023-08-12 11:00:00,0.000
2023-08-12 12:00:00,0.000
2023-08-12 13:00:00,0.000
2023-08-12 14:00:00,0.000
2023-08-12 15:00:00,0.000
2023-08-12 16:00:00,0.000
2023-08-12 17:00:00,0.000
2023-08-12 18:00:00,0.000
2023-08-12 19:00:00,0.000
2023-08-12 20:00:00,0.000
2023-08-12 21:00:00,0.000
2023-08-12 22:00:00,0.111
2023-08-12 23:00:00,0.752
2023-08-13 00:00:00,2.416
2023-08-13 01:00:00,2.854
2023-08-13 02:00:00,4.757
2023-08-13 03:00:00,3.835
2023-08-13 04:00:00,3.609
2023-08-13 05:00:00,0.793
2023-08-13 06:00:00,0.725
2023-08-13 07:00:00,0.140
2023-08-13 08:00:00,0.000
2023-08-13 09:00:00,0.000
2023-08-13 10:00:00,0.000
2023-08-13 11:00:00,0.000
2023-08-13 12:00:00,0.000
2023-08-13 13:00:00,0.000
2023-08-13 14:00:00,0.000
2023-08-13 15:00:00,0.000
2023-08-13 16:00:00,0.000
2023-08-13 17:00:00,0.000
2023-08-13 18:00:00,0.000
2023-08-13 19:00:00,0.000
2023-08-13 20:00:00,0.000
2023-08-13 21:00:00,0.000
2023-08-13 22:00:00,0.392
2023-08-13 23:00:00,1.023
2023-08-14 00:00:00,1.132
2023-08-14 01:00:00,1.655
2023-08-14 02:00:00,1.556
2023-08-14 03:00:00,1.521
2023-08-14 04:00:00,1.160
2023-08-14 05:00:00,0.609
2023-08-14 06:00:00,0.202
2023-08-14 07:00:00,0.055
2023-08-14 08:00:00,0.000
2023-08-14 09:00:00,0.000
2023-08-14 10:00:00,0.000
2023-08-14 11:00:00,0.000
2023-08-14 12:00:00,0.000
2023-08-14 13:00:00,0.000
2023-08-14 14:00:00,0.000
2023-08-14 15:00:00,0.000
2023-08-14 16:00:00,0.000
2023-08-14 17:00:00,0.000
2023-08-14 18:00:00,0.000
2023-08-14 19:00:00,0.000
2023-08-14 20:00:00,0.000
2023-08-14 21:00:00,0.000
2023-08-14 22:00:00,0.524
2023-08-14 23:00:00,2.080
2023-08-15 00:00:00,3.442
2023-08-15 01:00:00,3.867
2023-08-15 02:00:00,2.582
2023-08-15 03:00:00,3.785
2023-08-15 04:00:00,2.149
2023-08-15 05:00:00,3.015
2023-08-15 06:00:00,3.010
2023-08-15 07:00:00,1.950
2023-08-15 08:00:00,0.008
2023-08-15 09:00:00,0.000
2023-08-15 10:00:00,0.000
2023-08-15 11:00:00,0.000
2023-08-15 12:00:00,0.000
2023-08-15 13:00:00,0.000
2023-08-15 14:00:00,0.000
2023-08-15 15:00:00,0.000
2023-08-15 16:00:00,0.000
2023-08-15 17:00:00,0.000
2023-08-15 18:00:00,0.000
2023-08-15 19:00:00,0.000
2023-08-15 20:00:00,0.000
2023-08-15 21:00:00,0.000
2023-08-15 22:00:00,0.318
2023-08-15 23:00:00,1.431
2023-08-16 00:00:00,1.854
2023-08-16 01:00:00,4.728
2023-08-16 02:00:00,3.175
2023-08-16 03:00:00,4.185
2023-08-16 04:00:00,5.523
2023-08-16 05:00:00,4.560
2023-08-16 06:00:00,3.502
2023-08-16 07:00:00,2.210
2023-08-16 08:00:00,0.033
2023-08-16 09:00:00,0.000
2023-08-16 10:00:00,0.000
2023-08-16 11:00:00,0.000
2023-08-16 12:00:00,0.000
2023-08-16 13:00:00,0.000
2023-08-16 14:00:00,0.000
2023-08-16 15:00:00,0.000
2023-08-16 16:00:00,0.000
2023-08-16 17:00:00,0.000
2023-08-16 18:00:00,0.000
2023-08-16 19:00:00,0.000
2023-08-16 20:00:00,0.000
2023-08-16 21:00:00,0.000
2023-08-16 22:00:00,0.578
2023-08-16 23:00:00,1.947
2023-08-17 00:00:00,3.610
2023-08-17 01:00:00,4.827
2023-08-17 02:00:00,5.468
2023-08-17 03:00:00,5.799
2023-08-17 04:00:00,5.957
2023-08-17 05:00:00,5.203
2023-08-17 06:00:00,3.834
2023-08-17 07:00:00,1.699
2023-08-17 08:00:00,0.014
2023-08-17 09:00:00,0.000
2023-08-17 10:00:00,0.000
2023-08-17 11:00:00,0.000
2023-08-17 12:00:00,0.000
2023-08-17 13:00:00,0.000
2023-08-17 14:00:00,0.000
2023-08-17 15:00:00,0.000
2023-08-17 16:00:00,0.000
2023-08-17 17:00:00,0.000
2023-08-17 18:00:00,0.000
2023-08-17 19:00:00,0.000
2023-08-17 20:00:00,0.000
2023-08-17 21:00:00,0.000
2023-08-17 22:00:00,0.358
2023-08-17 23:00:00,2.232
2023-08-18 00:00:00,3.761
2023-08-18 01:00:00,4.406
2023-08-18 02:00:00,3.935
2023-08-18 03:00:00,3.836
2023-08-18 04:00:00,5.122
2023-08-18 05:00:00,5.281
2023-08-18 06:00:00,4.007
2023-08-18 07:00:00,2.559
2023-08-18 08:00:00,0.070
2023-08-18 09:00:00,0.000
2023-08-18 10:00:00,0.000
2023-08-18 11:00:00,0.000
2023-08-18 12:00:00,0.000
2023-08-18 13:00:00,0.000
2023-08-18 14:00:00,0.000
2023-08-18 15:00:00,0.000
2023-08-18 16:00:00,0.000
2023-08-18 17:00:00,0.000
2023-08-18 18:00:00,0.000
2023-08-18 19:00:00,0.000
2023-08-18 20:00:00,0.000
2023-08-18 21:00:00,0.000
2023-08-18 22:00:00,0.610
2023-08-18 23:00:00,2.199
2023-08-19 00:00:00,3.736
2023-08-19 01:00:00,4.911
2023-08-19 02:00:00,5.922
2023-08-19 03:00:00,5.815
2023-08-19 04:00:00,4.719
2023-08-19 05:00:00,3.249
2023-08-19 06:00:00,3.757
2023-08-19 07:00:00,2.107
2023-08-19 08:00:00,0.052
2023-08-19 09:00:00,0.000
2023-08-19 10:00:00,0.000
2023-08-19 11:00:00,0.000
2023-08-19 12:00:00,0.000
2023-08-19 13:00:00,0.000
2023-08-19 14:00:00,0.000
2023-08-19 15:00:00,0.000
2023-08-19 16:00:00,0.000
2023-08-19 17:00:00,0.000
2023-08-19 18:00:00,0.000
2023-08-19 19:00:00,0.000
2023-08-19 20:00:00,0.000
2023-08-19 21:00:00,0.000
2023-08-19 22:00:00,0.619
2023-08-19 23:00:00,2.307
2023-08-20 00:00:00,3.868
2023-08-20 01:00:00,4.819
2023-08-20 02:00:00,6.115
2023-08-20 03:00:00,5.719
2023-08-20 04:00:00,5.554
2023-08-20 05:00:00,5.569
2023-08-20 06:00:00,4.251
2023-08-20 07:00:00,2.366
2023-08-20 08:00:00,0.113
2023-08-20 09:00:00,0.000
2023-08-20 10:00:00,0.000
2023-08-20 11:00:00,0.000
2023-08-20 12:00:00,0.000
2023-08-20 13:00:00,0.000
2023-08-20 14:00:00,0.000
2023-08-20 15:00:00,0.000
2023-08-20 16:00:00,0.000
2023-08-20 17:00:00,0.000
2023-08-20 18:00:00,0.000
2023-08-20 19:00:00,0.000
2023-08-20 20:00:00,0.000
2023-08-20 21:00:00,0.000
2023-08-20 22:00:00,0.545
2023-08-20 23:00:00,2.175
2023-08-21 00:00:00,3.748
2023-08-21 01:00:00,5.177
2023-08-21 02:00:00,5.823
2023-08-21 03:00:00,5.946
2023-08-21 04:00:00,5.504
2023-08-21 05:00:00,5.000
2023-08-21 06:00:00,4.303
2023-08-21 07:00:00,2.387
2023-08-21 08:00:00,0.153
2023-08-21 09:00:00,0.000
2023-08-21 10:00:00,0.000
2023-08-21 11:00:00,0.000
2023-08-21 12:00:00,0.000
2023-08-21 13:00:00,0.000
2023-08-21 14:00:00,0.000
2023-08-21 15:00:00,0.000
2023-08-21 16:00:00,0.000
2023-08-21 17:00:00,0.000
2023-08-21 18:00:00,0.000
2023-08-21 19:00:00,0.000
2023-08-21 20:00:00,0.000
2023-08-21 21:00:00,0.000
2023-08-21 22:00:00,0.560
2023-08-21 23:00:00,1.692
2023-08-22 00:00:00,3.568
2023-08-22 01:00:00,4.730
2023-08-22 02:00:00,5.650
2023-08-22 03:00:00,5.245
2023-08-22 04:00:00,4.018
2023-08-22 05:00:00,3.048
2023-08-22 06:00:00,2.635
2023-08-22 07:00:00,0.559
2023-08-22 08:00:00,0.084
2023-08-22 09:00:00,0.000
2023-08-22 10:00:00,0.000
2023-08-22 11:00:00,0.000
2023-08-22 12:00:00,0.000
2023-08-22 13:00:00,0.000
2023-08-22 14:00:00,0.000
2023-08-22 15:00:00,0.000
2023-08-22 16:00:00,0.000
2023-08-22 17:00:00,0.000
2023-08-22 18:00:00,0.000
2023-08-22 19:00:00,0.000
2023-08-22 20:00:00,0.000
2023-08-22 21:00:00,0.000
2023-08-22 22:00:00,0.652
2023-08-22 23:00:00,2.121
2023-08-23 00:00:00,3.702
2023-08-23 01:00:00,4.860
2023-08-23 02:00:00,5.331
2023-08-23 03:00:00,2.971
2023-08-23 04:00:00,0.893
2023-08-23 05:00:00,1.006
2023-08-23 06:00:00,0.985
2023-08-23 07:00:00,0.249
2023-08-23 08:00:00,0.000
2023-08-23 09:00:00,0.000
2023-08-23 10:00:00,0.000
2023-08-23 11:00:00,0.000
2023-08-23 12:00:00,0.000
2023-08-23 13:00:00,0.000
2023-08-23 14:00:00,0.000
2023-08-23 15:00:00,0.000
2023-08-23 16:00:00,0.000
2023-08-23 17:00:00,0.000
2023-08-23 18:00:00,0.000
2023-08-23 19:00:00,0.000
2023-08-23 20:00:00,0.000
2023-08-23 21:00:00,0.011
2023-08-23 22:00:00,0.641
2023-08-23 23:00:00,1.989
2023-08-24 00:00:00,3.928
2023-08-24 01:00:00,3.984
2023-08-24 02:00:00,3.251
2023-08-24 03:00:00,3.543
2023-08-24 04:00:00,2.703
2023-08-24 05:00:00,3.218
2023-08-24 06:00:00,3.720
2023-08-24 07:00:00,2.288
2023-08-24 08:00:00,0.110
2023-08-24 09:00:00,0.000
2023-08-24 10:00:00,0.000
2023-08-24 11:00:00,0.000
2023-08-24 12:00:00,0.000
2023-08-24 13:00:00,0.000
2023-08-24 14:00:00,0.000
2023-08-24 15:00:00,0.000
2023-08-24 16:00:00,0.000
2023-08-24 17:00:00,0.000
2023-08-24 18:00:00,0.000
2023-08-24 19:00:00,0.000
2023-08-24 20:00:00,0.000
2023-08-24 21:00:00,0.000
2023-08-24 22:00:00,0.736
2023-08-24 23:00:00,2.374
2023-08-25 00:00:00,4.089
2023-08-25 01:00:00,4.894
2023-08-25 02:00:00,5.338
2023-08-25 03:00:00,5.885
2023-08-25 04:00:00,5.684
2023-08-25 05:00:00,4.972
2023-08-25 06:00:00,3.986
2023-08-25 07:00:00,2.495
2023-08-25 08:00:00,0.118
2023-08-25 09:00:00,0.000
2023-08-25 10:00:00,0.000
2023-08-25 11:00:00,0.000
2023-08-25 12:00:00,0.000
2023-08-25 13:00:00,0.000
2023-08-25 14:00:00,0.000
2023-08-25 15:00:00,0.000
2023-08-25 16:00:00,0.000
2023-08-25 17:00:00,0.000
2023-08-25 18:00:00,0.000
2023-08-25 19:00:00,0.000
2023-08-25 20:00:00,0.000
2023-08-25 21:00:00,0.017
2023-08-25 22:00:00,0.697
2023-08-25 23:00:00,2.055
2023-08-26 00:00:00,3.243
2023-08-26 01:00:00,3.944
2023-08-26 02:00:00,4.494
2023-08-26 03:00:00,2.830
2023-08-26 04:00:00,4.108
2023-08-26 05:00:00,4.224
2023-08-26 06:00:00,3.246
2023-08-26 07:00:00,2.363
2023-08-26 08:00:00,0.142
2023-08-26 09:00:00,0.000
2023-08-26 10:00:00,0.000
2023-08-26 11:00:00,0.000
2023-08-26 12:00:00,0.000
2023-08-26 13:00:00,0.000
2023-08-26 14:00:00,0.000
2023-08-26 15:00:00,0.000
2023-08-26 16:00:00,0.000
2023-08-26 17:00:00,0.000
2023-08-26 18:00:00,0.000
2023-08-26 19:00:00,0.000
2023-08-26 20:00:00,0.000
2023-08-26 21:00:00,0.002
2023-08-26 22:00:00,0.724
2023-08-26 23:00:00,2.380
2023-08-27 00:00:00,3.747
2023-08-27 01:00:00,4.565
2023-08-27 02:00:00,5.348
2023-08-27 03:00:00,5.660
2023-08-27 04:00:00,5.811
2023-08-27 05:00:00,5.214
2023-08-27 06:00:00,4.254
2023-08-27 07:00:00,2.157
2023-08-27 08:00:00,0.005
2023-08-27 09:00:00,0.000
2023-08-27 10:00:00,0.000
2023-08-27 11:00:00,0.000
2023-08-27 12:00:00,0.000
2023-08-27 13:00:00,0.000
2023-08-27 14:00:00,0.000
2023-08-27 15:00:00,0.000
2023-08-27 16:00:00,0.000
2023-08-27 17:00:00,0.000
2023-08-27 18:00:00,0.000
2023-08-27 19:00:00,0.000
2023-08-27 20:00:00,0.000
2023-08-27 21:00:00,0.000
2023-08-27 22:00:00,0.685
2023-08-27 23:00:00,2.195
2023-08-28 00:00:00,3.570
2023-08-28 01:00:00,4.881
2023-08-28 02:00:00,6.129
2023-08-28 03:00:00,4.138
2023-08-28 04:00:00,4.932
2023-08-28 05:00:00,5.006
2023-08-28 06:00:00,4.170
2023-08-28 07:00:00,1.587
2023-08-28 08:00:00,0.003
2023-08-28 09:00:00,0.000
2023-08-28 10:00:00,0.000
2023-08-28 11:00:00,0.000
2023-08-28 12:00:00,0.000
2023-08-28 13:00:00,0.000
2023-08-28 14:00:00,0.000
2023-08-28 15:00:00,0.000
2023-08-28 16:00:00,0.000
2023-08-28 17:00:00,0.000
2023-08-28 18:00:00,0.000
2023-08-28 19:00:00,0.000
2023-08-28 20:00:00,0.000
2023-08-28 21:00:00,0.001
2023-08-28 22:00:00,0.758
2023-08-28 23:00:00,2.372
2023-08-29 00:00:00,3.776
2023-08-29 01:00:00,5.302
2023-08-29 02:00:00,5.678
2023-08-29 03:00:00,5.985
2023-08-29 04:00:00,5.898
2023-08-29 05:00:00,5.547
2023-08-29 06:00:00,3.914
2023-08-29 07:00:00,1.614
2023-08-29 08:00:00,0.073
2023-08-29 09:00:00,0.000
2023-08-29 10:00:00,0.000
2023-08-29 11:00:00,0.000
2023-08-29 12:00:00,0.000
2023-08-29 13:00:00,0.000
2023-08-29 14:00:00,0.000
2023-08-29 15:00:00,0.000
2023-08-29 16:00:00,0.000
2023-08-29 17:00:00,0.000
2023-08-29 18:00:00,0.000
2023-08-29 19:00:00,0.000
2023-08-29 20:00:00,0.000
2023-08-29 21:00:00,0.002
2023-08-29 22:00:00,0.669
2023-08-29 23:00:00,2.664
2023-08-30 00:00:00,3.737
2023-08-30 01:00:00,5.317
2023-08-30 02:00:00,5.535
2023-08-30 03:00:00,5.363
2023-08-30 04:00:00,4.989
2023-08-30 05:00:00,0.656
2023-08-30 06:00:00,0.055
2023-08-30 07:00:00,0.018
2023-08-30 08:00:00,0.000
2023-08-30 09:00:00,0.000
2023-08-30 10:00:00,0.000
2023-08-30 11:00:00,0.000
2023-08-30 12:00:00,0.000
2023-08-30 13:00:00,0.000
2023-08-30 14:00:00,0.000
2023-08-30 15:00:00,0.000
2023-08-30 16:00:00,0.000
2023-08-30 17:00:00,0.000
2023-08-30 18:00:00,0.000
2023-08-30 19:00:00,0.000
2023-08-30 20:00:00,0.000
2023-08-30 21:00:00,0.019
2023-08-30 22:00:00,0.738
2023-08-30 23:00:00,2.254
2023-08-31 00:00:00,3.172
